iShares S&P 500 Value ETF
Inception Date,"May 22, 2000"
Fund Holdings as of,"Jul 31, 2017"
Total Net Assets,"13,566,264,940.02"
Shares Outstanding,"127,500,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"DUK","DUKE ENERGY CORP","Equity","0.63","85.12","1,006,965.00","85,712,860.80","85,712,860.80","Utilities","B7VD3F2","US26441C2044","New York Stock Exchange Inc."
"MET","METLIFE INC","Equity","0.63","55.00","1,554,509.00","85,497,995.00","85,497,995.00","Financials","2573209","US59156R1086","New York Stock Exchange Inc."
"AMGN","AMGEN INC","Equity","0.61","174.51","476,446.00","83,144,591.46","83,144,591.46","Health Care","2023607","US0311621009","NASDAQ"
"AIG","AMERICAN INTERNATIONAL GROUP INC","Equity","0.61","65.45","1,265,367.00","82,818,270.15","82,818,270.15","Financials","2027342","US0268747849","New York Stock Exchange Inc."
"COP","CONOCOPHILLIPS","Equity","0.59","45.37","1,779,897.00","80,753,926.89","80,753,926.89","Energy","2685717","US20825C1045","New York Stock Exchange Inc."
"BK","BANK OF NEW YORK MELLON CORP","Equity","0.58","53.03","1,496,137.00","79,340,145.11","79,340,145.11","Financials","B1Z77F6","US0640581007","New York Stock Exchange Inc."
"IBM","INTERNATIONAL BUSINESS MACHINES CO","Equity","0.56","144.67","528,926.00","76,519,724.42","76,519,724.42","Information Technology","2005973","US4592001014","New York Stock Exchange Inc."
"SLB","SCHLUMBERGER NV","Equity","0.56","68.60","1,099,519.00","75,427,003.40","75,427,003.40","Energy","2779201","AN8068571086","New York Stock Exchange Inc."
"KHC","KRAFT HEINZ","Equity","0.55","87.46","858,421.00","75,077,500.66","75,077,500.66","Consumer Staples","BYRY499","US5007541064","NASDAQ"
"GM","GENERAL MOTORS","Equity","0.52","35.98","1,975,779.00","71,088,528.42","71,088,528.42","Consumer Discretionary","B665KZ5","US37045V1008","New York Stock Exchange Inc."
"ANTM","ANTHEM INC","Equity","0.52","186.21","381,253.00","70,993,121.13","70,993,121.13","Health Care","BSPHGL4","US0367521038","New York Stock Exchange Inc."
"PRU","PRUDENTIAL FINANCIAL INC","Equity","0.51","113.23","617,229.00","69,888,839.67","69,888,839.67","Financials","2819118","US7443201022","New York Stock Exchange Inc."
"MCD","MCDONALDS CORP","Equity","0.51","155.14","445,621.00","69,133,641.94","69,133,641.94","Consumer Discretionary","2550707","US5801351017","New York Stock Exchange Inc."
"SO","SOUTHERN","Equity","0.51","47.93","1,430,991.00","68,587,398.63","68,587,398.63","Utilities","2829601","US8425871071","New York Stock Exchange Inc."
"LLY","ELI LILLY","Equity","0.48","82.66","782,325.00","64,666,984.50","64,666,984.50","Health Care","2516152","US5324571083","New York Stock Exchange Inc."
"BA","BOEING","Equity","0.48","242.46","266,580.00","64,634,986.80","64,634,986.80","Industrials","2108601","US0970231058","New York Stock Exchange Inc."
"CI","CIGNA CORP","Equity","0.47","173.56","368,346.00","63,930,131.76","63,930,131.76","Health Care","2196479","US1255091092","New York Stock Exchange Inc."
"F","F MOTOR","Equity","0.47","11.22","5,627,194.00","63,137,116.68","63,137,116.68","Consumer Discretionary","2615468","US3453708600","New York Stock Exchange Inc."
"HON","HONEYWELL INTERNATIONAL INC","Equity","0.45","136.12","449,727.00","61,216,839.24","61,216,839.24","Industrials","2020459","US4385161066","New York Stock Exchange Inc."
"BMY","BRISTOL MYERS SQUIBB","Equity","0.45","56.90","1,066,760.00","60,698,644.00","60,698,644.00","Health Care","2126335","US1101221083","New York Stock Exchange Inc."
"COF","CAPITAL ONE FINANCIAL CORP","Equity","0.44","86.18","694,953.00","59,891,049.54","59,891,049.54","Financials","2654461","US14040H1059","New York Stock Exchange Inc."
"KMI","KINDER MORGAN INC","Equity","0.42","20.43","2,763,076.00","56,449,642.68","56,449,642.68","Energy","B3NQ4P8","US49456B1017","New York Stock Exchange Inc."
"MMM","3M","Equity","0.41","201.17","275,231.00","55,368,220.27","55,368,220.27","Industrials","2595708","US88579Y1010","New York Stock Exchange Inc."
"BBT","BB AND T CORP","Equity","0.41","47.32","1,167,748.00","55,257,835.36","55,257,835.36","Financials","2830904","US0549371070","New York Stock Exchange Inc."
"ESRX","EXPRESS SCRIPTS HOLDING","Equity","0.39","62.64","854,285.00","53,512,412.40","53,512,412.40","Health Care","B7QQYV9","US30219G1085","NASDAQ"
"USB","US BANCORP","Equity","0.39","52.78","1,003,268.00","52,952,485.04","52,952,485.04","Financials","2736035","US9029733048","New York Stock Exchange Inc."
"PSX","PHILLIPS","Equity","0.39","83.75","631,417.00","52,881,173.75","52,881,173.75","Energy","B78C4Y8","US7185461040","New York Stock Exchange Inc."
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Equity","0.39","38.95","1,349,902.00","52,578,682.90","52,578,682.90","Industrials","BY7QL61","IE00BY7QL619","New York Stock Exchange Inc."
"DAL","DELTA AIR LINES INC","Equity","0.39","49.36","1,059,374.00","52,290,700.64","52,290,700.64","Industrials","B1W9D46","US2473617023","New York Stock Exchange Inc."
"TRV","TRAVELERS COMPANIES INC","Equity","0.38","128.09","402,214.00","51,519,591.26","51,519,591.26","Financials","2769503","US89417E1091","New York Stock Exchange Inc."
"DD","E I DU PONT DE NEMOURS","Equity","0.38","82.21","623,977.00","51,297,149.17","51,297,149.17","Materials","2018175","US2635341090","New York Stock Exchange Inc."
"EXC","EXELON CORP","Equity","0.38","38.34","1,333,243.00","51,116,536.62","51,116,536.62","Utilities","2670519","US30161N1019","New York Stock Exchange Inc."
"ETN","EATON PLC","Equity","0.37","78.25","643,896.00","50,384,862.00","50,384,862.00","Industrials","B8KQN82","IE00B8KQN827","New York Stock Exchange Inc."
"NEE","NEXTERA ENERGY INC","Equity","0.37","146.09","343,732.00","50,215,807.88","50,215,807.88","Utilities","2328915","US65339F1012","New York Stock Exchange Inc."
"AEP","AMERICAN ELECTRIC POWER INC","Equity","0.37","70.54","707,915.00","49,936,324.10","49,936,324.10","Utilities","2026242","US0255371017","New York Stock Exchange Inc."
"PCG","PG&E CORP","Equity","0.37","67.69","735,081.00","49,757,632.89","49,757,632.89","Utilities","2689560","US69331C1080","New York Stock Exchange Inc."
"MCK","MCKESSON CORP","Equity","0.36","161.87","303,601.00","49,143,893.87","49,143,893.87","Health Care","2378534","US58155Q1031","New York Stock Exchange Inc."
"NKE","NIKE INC CLASS B","Equity","0.36","59.05","820,405.00","48,444,915.25","48,444,915.25","Consumer Discretionary","2640147","US6541061031","New York Stock Exchange Inc."
"AXP","AMERICAN EXPRESS","Equity","0.35","85.23","561,784.00","47,880,850.32","47,880,850.32","Financials","2026082","US0258161092","New York Stock Exchange Inc."
"ALL","ALLSTATE CORP","Equity","0.35","91.00","524,833.00","47,759,803.00","47,759,803.00","Financials","2019952","US0200021014","New York Stock Exchange Inc."
"STT","STATE STREET CORP","Equity","0.35","93.23","509,210.00","47,473,648.30","47,473,648.30","Financials","2842040","US8574771031","New York Stock Exchange Inc."
"NSC","NORFOLK SOUTHERN CORP","Equity","0.35","112.58","417,175.00","46,965,561.50","46,965,561.50","Industrials","2641894","US6558441084","New York Stock Exchange Inc."
"CAT","CATERPILLAR INC","Equity","0.34","113.95","407,186.00","46,398,844.70","46,398,844.70","Industrials","2180201","US1491231015","New York Stock Exchange Inc."
"HPQ","HP INC","Equity","0.34","19.10","2,423,722.00","46,293,090.20","46,293,090.20","Information Technology","BYX4D52","US40434L1052","New York Stock Exchange Inc."
"AFL","AFLAC INC","Equity","0.34","79.75","571,482.00","45,575,689.50","45,575,689.50","Financials","2026361","US0010551028","New York Stock Exchange Inc."
"TGT","TARGET CORP","Equity","0.33","56.67","794,536.00","45,026,355.12","45,026,355.12","Consumer Discretionary","2259101","US87612E1064","New York Stock Exchange Inc."
"VLO","VALERO ENERGY CORP","Equity","0.33","68.97","643,492.00","44,381,643.24","44,381,643.24","Energy","2041364","US91913Y1001","New York Stock Exchange Inc."
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Equity","0.32","90.09","475,752.00","42,860,497.68","42,860,497.68","Materials","B3SPXZ3","NL0009434992","New York Stock Exchange Inc."
"BAX","BAXTER INTERNATIONAL INC","Equity","0.31","60.48","702,463.00","42,484,962.24","42,484,962.24","Health Care","2085102","US0718131099","New York Stock Exchange Inc."
"MU","MICRON TECHNOLOGY INC","Equity","0.31","28.12","1,497,541.00","42,110,852.92","42,110,852.92","Information Technology","2588184","US5951121038","NASDAQ"
"HPE","HEWLETT PACKARD ENTERPRISE","Equity","0.31","17.51","2,397,736.00","41,984,357.36","41,984,357.36","Information Technology","BYVYWS0","US42824C1099","New York Stock Exchange Inc."
"MPC","MARATHON PETROLEUM CORP","Equity","0.31","55.99","747,162.00","41,833,600.38","41,833,600.38","Energy","B3K3L40","US56585A1025","New York Stock Exchange Inc."
"SRE","SEMPRA ENERGY","Equity","0.30","113.01","361,314.00","40,832,095.14","40,832,095.14","Utilities","2138158","US8168511090","New York Stock Exchange Inc."
"CL","COLGATE-PALMOLIVE","Equity","0.30","72.20","559,864.00","40,422,180.80","40,422,180.80","Consumer Staples","2209106","US1941621039","New York Stock Exchange Inc."
"CCL","CARNIVAL CORP","Equity","0.30","66.78","602,945.00","40,264,667.10","40,264,667.10","Consumer Discretionary","2523044","PA1436583006","New York Stock Exchange Inc."
"STI","SUNTRUST BANKS INC","Equity","0.29","57.29","696,479.00","39,901,281.91","39,901,281.91","Financials","2860990","US8679141031","New York Stock Exchange Inc."
"PGR","PROGRESSIVE CORP","Equity","0.29","47.13","836,881.00","39,442,201.53","39,442,201.53","Financials","2705024","US7433151039","New York Stock Exchange Inc."
"OXY","OCCIDENTAL PETROLEUM CORP","Equity","0.29","61.93","627,909.00","38,886,404.37","38,886,404.37","Energy","2655408","US6745991058","New York Stock Exchange Inc."
"TMO","THERMO FISHER SCIENTIFIC INC","Equity","0.28","175.53","219,805.00","38,582,371.65","38,582,371.65","Health Care","2886907","US8835561023","New York Stock Exchange Inc."
"EOG","EOG RESOURCES INC","Equity","0.28","95.14","399,240.00","37,983,693.60","37,983,693.60","Energy","2318024","US26875P1012","New York Stock Exchange Inc."
"BLK","BLACKROCK INC","Equity","0.28","426.53","88,776.00","37,865,627.28","37,865,627.28","Financials","2494504","US09247X1019","New York Stock Exchange Inc."
"PPL","PPL CORP","Equity","0.28","38.33","984,388.00","37,731,592.04","37,731,592.04","Utilities","2680905","US69351T1060","New York Stock Exchange Inc."
"UNP","UNION PACIFIC CORP","Equity","0.27","102.96","360,656.00","37,133,141.76","37,133,141.76","Industrials","2914734","US9078181081","New York Stock Exchange Inc."
"D","DOMINION ENERGY INC","Equity","0.27","77.18","480,374.00","37,075,265.32","37,075,265.32","Utilities","2542049","US25746U1097","New York Stock Exchange Inc."
"EIX","EDISON INTERNATIONAL","Equity","0.27","78.68","469,487.00","36,939,237.16","36,939,237.16","Utilities","2829515","US2810201077","New York Stock Exchange Inc."
"ED","CONSOLIDATED EDISON INC","Equity","0.27","82.86","440,093.00","36,466,105.98","36,466,105.98","Utilities","2216850","US2091151041","New York Stock Exchange Inc."
"MTB","M&T BANK CORP","Equity","0.27","163.15","221,744.00","36,177,533.60","36,177,533.60","Financials","2340168","US55261F1049","New York Stock Exchange Inc."
"AAL","AMERICAN AIRLINES GROUP INC","Equity","0.26","50.44","709,880.00","35,806,347.20","35,806,347.20","Industrials","BCV7KT2","US02376R1023","NASDAQ"
"WY","WEYERHAEUSER REIT","Equity","0.26","33.02","1,082,599.00","35,747,418.98","35,747,418.98","Real Estate","2958936","US9621661043","New York Stock Exchange Inc."
"WDC","WESTERN DIGITAL CORP","Equity","0.26","85.12","419,581.00","35,714,734.72","35,714,734.72","Information Technology","2954699","US9581021055","NASDAQ"
"CAH","CARDINAL HEALTH INC","Equity","0.26","77.26","455,256.00","35,173,078.56","35,173,078.56","Health Care","2175672","US14149Y1082","New York Stock Exchange Inc."
"DLPH","DELPHI AUTOMOTIVE PLC","Equity","0.26","90.42","385,108.00","34,821,465.36","34,821,465.36","Consumer Discretionary","B783TY6","JE00B783TY65","New York Stock Exchange Inc."
"ADM","ARCHER DANIELS MIDLAND","Equity","0.26","42.18","822,525.00","34,694,104.50","34,694,104.50","Consumer Staples","2047317","US0394831020","New York Stock Exchange Inc."
"XEL","XCEL ENERGY INC","Equity","0.26","47.31","731,892.00","34,625,810.52","34,625,810.52","Utilities","2614807","US98389B1008","New York Stock Exchange Inc."
"LOW","LOWES COMPANIES INC","Equity","0.25","77.40","444,786.00","34,426,436.40","34,426,436.40","Consumer Discretionary","2536763","US5486611073","New York Stock Exchange Inc."
"DHR","DANAHER CORP","Equity","0.25","81.49","413,826.00","33,722,680.74","33,722,680.74","Health Care","2250870","US2358511028","New York Stock Exchange Inc."
"SYF","SYNCHRONY FINANCIAL","Equity","0.25","30.32","1,109,947.00","33,653,593.04","33,653,593.04","Financials","BP96PS6","US87165B1035","New York Stock Exchange Inc."
"IP","INTERNATIONAL PAPER","Equity","0.24","54.98","595,169.00","32,722,391.62","32,722,391.62","Materials","2465254","US4601461035","New York Stock Exchange Inc."
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Equity","0.24","44.97","726,288.00","32,661,171.36","32,661,171.36","Utilities","2707677","US7445731067","New York Stock Exchange Inc."
"KR","KROGER","Equity","0.24","24.52","1,310,219.00","32,126,569.88","32,126,569.88","Consumer Staples","2497406","US5010441013","New York Stock Exchange Inc."
"EBAY","EBAY INC","Equity","0.23","35.73","881,534.00","31,497,209.82","31,497,209.82","Information Technology","2293819","US2786421030","NASDAQ"
"KMB","KIMBERLY CLARK CORP","Equity","0.22","123.16","244,592.00","30,123,950.72","30,123,950.72","Consumer Staples","2491839","US4943681035","New York Stock Exchange Inc."
"EMR","EMERSON ELECTRIC","Equity","0.22","59.61","499,650.00","29,784,136.50","29,784,136.50","Industrials","2313405","US2910111044","New York Stock Exchange Inc."
"HIG","HARTFORD FINANCIAL SERVICES GROUP","Equity","0.21","55.00","527,420.00","29,008,100.00","29,008,100.00","Financials","2476193","US4165151048","New York Stock Exchange Inc."
"FITB","FIFTH THIRD BANCORP","Equity","0.21","26.70","1,077,153.00","28,759,985.10","28,759,985.10","Financials","2336747","US3167731005","NASDAQ"
"VFC","VF CORP","Equity","0.21","62.19","461,467.00","28,698,632.73","28,698,632.73","Consumer Discretionary","2928683","US9182041080","New York Stock Exchange Inc."
"DE","DEERE","Equity","0.20","128.28","216,231.00","27,738,112.68","27,738,112.68","Industrials","2261203","US2441991054","New York Stock Exchange Inc."
"ES","EVERSOURCE ENERGY","Equity","0.20","60.79","454,948.00","27,656,288.92","27,656,288.92","Utilities","BVVN4Q8","US30040W1080","New York Stock Exchange Inc."
"DTE","DTE ENERGY","Equity","0.20","107.06","257,544.00","27,572,660.64","27,572,660.64","Utilities","2280220","US2333311072","New York Stock Exchange Inc."
"WLTW","WILLIS TOWERS WATSON PLC","Equity","0.20","148.88","182,452.00","27,163,453.76","27,163,453.76","Financials","BDB6Q21","IE00BDB6Q211","NASDAQ"
"TSN","TYSON FOODS INC CLASS A","Equity","0.19","63.36","415,267.00","26,311,317.12","26,311,317.12","Consumer Staples","2909730","US9024941034","New York Stock Exchange Inc."
"MYL","MYLAN NV","Equity","0.19","38.99","661,772.00","25,802,490.28","25,802,490.28","Health Care","BVFMFG8","NL0011031208","NASDAQ"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Equity","0.19","66.75","386,169.00","25,776,780.75","25,776,780.75","Financials","2803014","US74251V1026","New York Stock Exchange Inc."
"RF","REGIONS FINANCIAL CORP","Equity","0.19","14.60","1,725,798.00","25,196,650.80","25,196,650.80","Financials","B01R311","US7591EP1005","New York Stock Exchange Inc."
"MON","MONSANTO","Equity","0.18","116.82","207,859.00","24,282,088.38","24,282,088.38","Materials","2654320","US61166W1018","New York Stock Exchange Inc."
"SPG","SIMON PROPERTY GROUP REIT INC","Equity","0.18","158.50","152,923.00","24,238,295.50","24,238,295.50","Real Estate","2812452","US8288061091","New York Stock Exchange Inc."
"CSX","CSX CORP","Equity","0.18","49.34","490,136.00","24,183,310.24","24,183,310.24","Industrials","2160753","US1264081035","NASDAQ"
"RTN","RAYTHEON","Equity","0.17","171.77","137,796.00","23,669,218.92","23,669,218.92","Industrials","2758051","US7551115071","New York Stock Exchange Inc."
"TAP","MOLSON COORS BREWING CLASS B","Equity","0.17","88.98","264,980.00","23,577,920.40","23,577,920.40","Consumer Staples","B067BM3","US60871R2094","New York Stock Exchange Inc."
"LNC","LINCOLN NATIONAL CORP","Equity","0.17","73.06","321,993.00","23,524,808.58","23,524,808.58","Financials","2516378","US5341871094","New York Stock Exchange Inc."
"PX","PRAXAIR INC","Equity","0.17","130.16","180,536.00","23,498,565.76","23,498,565.76","Materials","2699291","US74005P1049","New York Stock Exchange Inc."
"VRTX","VERTEX PHARMACEUTICALS INC","Equity","0.17","151.82","154,415.00","23,443,285.30","23,443,285.30","Health Care","2931034","US92532F1003","NASDAQ"
"FOXA","TWENTY FIRST CENTURY FOX INC CLASS","Equity","0.17","29.10","784,907.00","22,840,793.70","22,840,793.70","Consumer Discretionary","BBM4S68","US90130A1016","NASDAQ"
"ABC","AMERISOURCEBERGEN CORP","Equity","0.16","93.82","238,125.00","22,340,887.50","22,340,887.50","Health Care","2795393","US03073E1055","New York Stock Exchange Inc."
"ECL","ECOLAB INC","Equity","0.16","131.67","168,575.00","22,196,270.25","22,196,270.25","Materials","2304227","US2788651006","New York Stock Exchange Inc."
"HAL","HALLIBURTON","Equity","0.16","42.44","522,884.00","22,191,196.96","22,191,196.96","Energy","2405302","US4062161017","New York Stock Exchange Inc."
"CME","CME GROUP INC CLASS A","Equity","0.16","122.62","180,455.00","22,127,392.10","22,127,392.10","Financials","2965839","US12572Q1058","NASDAQ"
"BEN","FRANKLIN RESOURCES INC","Equity","0.16","44.78","491,591.00","22,013,444.98","22,013,444.98","Financials","2350684","US3546131018","New York Stock Exchange Inc."
"TSO","ANDEAVOR CORP","Equity","0.16","99.53","218,073.00","21,704,805.69","21,704,805.69","Energy","2884569","US8816091016","New York Stock Exchange Inc."
"HCP","HCP REIT INC","Equity","0.16","31.65","672,335.00","21,279,402.75","21,279,402.75","Real Estate","2417578","US40414L1098","New York Stock Exchange Inc."
"BLL","BALL CORP","Equity","0.16","41.90","502,163.00","21,040,629.70","21,040,629.70","Materials","2073022","US0584981064","New York Stock Exchange Inc."
"WMB","WILLIAMS INC","Equity","0.15","31.78","655,563.00","20,833,792.14","20,833,792.14","Energy","2967181","US9694571004","New York Stock Exchange Inc."
"HSIC","HENRY SCHEIN INC","Equity","0.15","182.21","113,774.00","20,730,760.54","20,730,760.54","Health Care","2416962","US8064071025","NASDAQ"
"GIS","GENERAL MILLS INC","Equity","0.15","55.66","372,167.00","20,714,815.22","20,714,815.22","Consumer Staples","2367026","US3703341046","New York Stock Exchange Inc."
"WRK","WESTROCK","Equity","0.15","57.42","360,089.00","20,676,310.38","20,676,310.38","Materials","BYR0914","US96145D1054","New York Stock Exchange Inc."
"HBAN","HUNTINGTON BANCSHARES INC","Equity","0.15","13.25","1,559,643.00","20,665,269.75","20,665,269.75","Financials","2445966","US4461501045","NASDAQ"
"TEL","TE CONNECTIVITY LTD","Equity","0.15","80.39","254,857.00","20,487,954.23","20,487,954.23","Information Technology","B62B7C3","CH0102993182","New York Stock Exchange Inc."
"AME","AMETEK INC","Equity","0.15","61.58","332,101.00","20,450,779.58","20,450,779.58","Industrials","2089212","US0311001004","New York Stock Exchange Inc."
"FE","FIRSTENERGY CORP","Equity","0.15","31.91","640,229.00","20,429,707.39","20,429,707.39","Utilities","2100920","US3379321074","New York Stock Exchange Inc."
"IVZ","INVESCO LTD","Equity","0.15","34.77","587,118.00","20,414,092.86","20,414,092.86","Financials","B28XP76","BMG491BT1088","New York Stock Exchange Inc."
"XRAY","DENTSPLY SIRONA INC","Equity","0.15","62.03","328,768.00","20,393,479.04","20,393,479.04","Health Care","BYNPPC6","US24906P1093","NASDAQ"
"SJM","JM SMUCKER","Equity","0.15","121.90","167,129.00","20,373,025.10","20,373,025.10","Consumer Staples","2951452","US8326964058","New York Stock Exchange Inc."
"CCI","CROWN CASTLE INTERNATIONAL REIT CO","Equity","0.15","100.58","202,256.00","20,342,908.48","20,342,908.48","Real Estate","BTGQCX1","US22822V1017","New York Stock Exchange Inc."
"CAG","CONAGRA BRANDS INC","Equity","0.15","34.24","582,275.00","19,937,096.00","19,937,096.00","Consumer Staples","2215460","US2058871029","New York Stock Exchange Inc."
"ETR","ENTERGY CORP","Equity","0.15","76.72","258,452.00","19,828,437.44","19,828,437.44","Utilities","2317087","US29364G1031","New York Stock Exchange Inc."
"CNC","CENTENE CORP","Equity","0.14","79.42","247,067.00","19,622,061.14","19,622,061.14","Health Care","2807061","US15135B1017","New York Stock Exchange Inc."
"AEE","AMEREN CORP","Equity","0.14","56.10","348,126.00","19,529,868.60","19,529,868.60","Utilities","2050832","US0236081024","New York Stock Exchange Inc."
"L","LOEWS CORP","Equity","0.14","48.68","396,334.00","19,293,539.12","19,293,539.12","Financials","2523022","US5404241086","New York Stock Exchange Inc."
"FTI","TECHNIPFMC PLC","Equity","0.14","28.54","673,364.00","19,217,808.56","19,217,808.56","Energy","BDSFG98","GB00BDSFG982","New York Stock Exchange Inc."
"APD","AIR PRODUCTS AND CHEMICALS INC","Equity","0.14","142.15","135,142.00","19,210,435.30","19,210,435.30","Materials","2011602","US0091581068","New York Stock Exchange Inc."
